District,Month,Visitors_domestic,Visitors_foreign,Visitors_total
Sangareddy,Jun-2017,180000,0,180000
Sangareddy,Jul-2017,195000,0,195000
Sangareddy,Aug-2017,295000,0,295000
Sangareddy,Sep-2017,200000,0,200000
Sangareddy,Oct-2017,232000,0,232000
Sangareddy,Nov-2017,324500,0,324500
Sangareddy,Dec-2017,356950,0,356950
Sangareddy,Jan-2018,254000,0,254000
Sangareddy,Feb-2018,540000,0,540000
Sangareddy,Mar-2018,158500,0,158500
Sangareddy,Apr-2018,162500,0,162500
Sangareddy,May-2018,157000,0,157000
Sangareddy,Jun-2018,93500,0,93500
Sangareddy,Jul-2018,108600,0,108600
Sangareddy,Aug-2018,205000,0,205000
Sangareddy,Sep-2018,125000,0,125000
Sangareddy,Oct-2018,171800,0,171800
Sangareddy,Nov-2018,160000,0,160000
Sangareddy,Dec-2018,134000,0,134000
Sangareddy,Jan-2019,144000,0,144000
Sangareddy,Feb-2019,148000,0,148000
Sangareddy,Mar-2019,747000,0,747000
Sangareddy,Apr-2019,205000,0,205000
Sangareddy,May-2019,133000,0,133000
Sangareddy,Jun-2019,347000,0,347000
Sangareddy,Jul-2019,467000,0,467000
Sangareddy,Aug-2019,466150,0,466150
Sangareddy,Sep-2019,468350,0,468350
Sangareddy,Oct-2019,467470,0,467470
Sangareddy,Nov-2019,481720,0,481720
Sangareddy,Dec-2019,478470,0,478470
Sangareddy,Jan-2020,213000,0,213000
Sangareddy,Feb-2020,755000,0,755000
Sangareddy,Mar-2020,235000,0,235000
Sangareddy,Apr-2020,,0,0
Sangareddy,May-2020,,0,0
Sangareddy,Jun-2020,9500,0,9500
Sangareddy,Jul-2020,27400,0,27400
Sangareddy,Aug-2020,45400,0,45400
Sangareddy,Sep-2020,47900,0,47900
Sangareddy,Oct-2020,55400,0,55400
Sangareddy,Nov-2020,149000,0,149000
Sangareddy,Dec-2020,167000,0,167000
Sangareddy,Jan-2021,112500,0,112500
Sangareddy,Feb-2021,103200,0,103200
Sangareddy,Mar-2021,274500,0,274500
Sangareddy,Apr-2021,117300,0,117300
Sangareddy,May-2021,15000,0,15000
Sangareddy,Jun-2021,26500,0,26500
Sangareddy,Jul-2021,33000,0,33000
Sangareddy,Aug-2021,64900,0,64900
Sangareddy,Sep-2021,47700,0,47700
Sangareddy,Oct-2021,50000,0,50000
Sangareddy,Nov-2021,56150,0,56150
Sangareddy,Dec-2021,38750,0,38750
Sangareddy,Jan-2022,115988,0,115988
Sangareddy,Feb-2022,130632,0,130632
Sangareddy,Mar-2022,417000,0,417000
Sangareddy,Apr-2022,72000,0,72000
Sangareddy,May-2022,82500,0,82500
Sangareddy,Jun-2022,81000,0,81000
Sangareddy,Jul-2022,85000,0,85000
Sangareddy,Aug-2022,160000,0,160000
Sangareddy,Sep-2022,129000,0,129000
Sangareddy,Oct-2022,151000,0,151000
Sangareddy,Nov-2022,180205,0,180205
Sangareddy,Dec-2022,160854,0,160854
Siddipet,Jan-2016, , ,0
Siddipet,Feb-2016, , ,0
Siddipet,Mar-2016, , ,0
Siddipet,Apr-2016, , ,0
Siddipet,May-2016, , ,0
Siddipet,Jun-2016, , ,0
Siddipet,Jul-2016, , ,0
Siddipet,Aug-2016, , ,0
Siddipet,Sep-2016, , ,0
Siddipet,Oct-2016,123500,0,123500
Siddipet,Nov-2016,154400,0,154400
Siddipet,Dec-2016,80500,0,80500
Siddipet,Jan-2017,80500,0,80500
Siddipet,Feb-2017,80500,0,80500
Siddipet,Mar-2017,80500,0,80500
Siddipet,Apr-2017,80500,0,80500
Siddipet,May-2017,80500,0,80500
Siddipet,Jun-2017,60000,0,60000
Siddipet,Jul-2017,88550,0,88550
Siddipet,Aug-2017,97405,0,97405
Siddipet,Sep-2017,107146,0,107146
Siddipet,Oct-2017,117861,0,117861
Siddipet,Nov-2017,129647,0,129647
Siddipet,Dec-2017,142612,0,142612
Siddipet,Jan-2018,253000,0,253000
Siddipet,Feb-2018,44000,0,44000
Siddipet,Mar-2018,164800,0,164800
Siddipet,Apr-2018,115000,0,115000
Siddipet,May-2018,165200,0,165200
Siddipet,Jun-2018,104300,0,104300
Siddipet,Jul-2018,54000,0,54000
Siddipet,Aug-2018,100000,0,100000
Siddipet,Sep-2018,55000,0,55000
Siddipet,Oct-2018,43000,0,43000
Siddipet,Nov-2018,135000,0,135000
Siddipet,Dec-2018,50000,0,50000
Siddipet,Jan-2019,140793,0,140793
Siddipet,Feb-2019,199549,0,199549
Siddipet,Mar-2019,204600,0,204600
Siddipet,Apr-2019,184412,0,184412
Siddipet,May-2019,110500,0,110500
Siddipet,Jun-2019,1037000,0,1037000
Siddipet,Jul-2019,179320,0,179320
Siddipet,Aug-2019,190750,0,190750
Siddipet,Sep-2019,122550,0,122550
Siddipet,Oct-2019,191330,0,191330
Siddipet,Nov-2019,209130,0,209130
Siddipet,Dec-2019,217930,0,217930
Siddipet,Jan-2020,473350,0,473350
Siddipet,Feb-2020,204885,0,204885
Siddipet,Mar-2020,123000,0,123000
Siddipet,Apr-2020,,0,0
Siddipet,May-2020,,0,0
Siddipet,Jun-2020,19846,0,19846
Siddipet,Jul-2020,23864,0,23864
Siddipet,Aug-2020,27307,0,27307
Siddipet,Sep-2020,30980,0,30980
Siddipet,Oct-2020,73367,0,73367
Siddipet,Nov-2020,72049,0,72049
Siddipet,Dec-2020,173000,0,173000
Siddipet,Jan-2021,173749,0,173749
Siddipet,Feb-2021,107247,0,107247
Siddipet,Mar-2021,70337,0,70337
Siddipet,Apr-2021,61534,0,61534
Siddipet,May-2021,9000,0,9000
Siddipet,Jun-2021,37700,0,37700
Siddipet,Jul-2021,37000,0,37000
Siddipet,Aug-2021,70000,0,70000
Siddipet,Sep-2021,59000,0,59000
Siddipet,Oct-2021,90000,0,90000
Siddipet,Nov-2021,93500,0,93500
Siddipet,Dec-2021,90350,0,90350
Siddipet,Jan-2022,161000,0,161000
Siddipet,Feb-2022,222250,0,222250
Siddipet,Mar-2022,108750,0,108750
Siddipet,Apr-2022,114311,0,114311
Siddipet,May-2022,144239,0,144239
Siddipet,Jun-2022,104583,0,104583
Siddipet,Jul-2022,59832,0,59832
Siddipet,Aug-2022,106635,0,106635
Siddipet,Sep-2022,67500,0,67500
Siddipet,Oct-2022,78009,0,78009
Siddipet,Nov-2022,136709,0,136709
Siddipet,Dec-2022,113370,0,113370
Wanaparthy,Jan-2016, , ,0
Wanaparthy,Feb-2016, , ,0
Wanaparthy,Mar-2016, , ,0
Wanaparthy,Apr-2016, , ,0
Wanaparthy,May-2016, , ,0
Wanaparthy,Jun-2016, , ,0
Wanaparthy,Jul-2016, , ,0
Wanaparthy,Aug-2016, , ,0
Wanaparthy,Sep-2016, , ,0
Wanaparthy,Oct-2016,21234,0,21234
Wanaparthy,Nov-2016,18348,0,18348
Wanaparthy,Dec-2016,20556,0,20556
Wanaparthy,Jan-2017,22152,0,22152
Wanaparthy,Feb-2017,22342,0,22342
Wanaparthy,Mar-2017,20050,0,20050
Wanaparthy,Apr-2017,11502,0,11502
Wanaparthy,May-2017,11502,0,11502
Wanaparthy,Jun-2017,19092,0,19092
Wanaparthy,Jul-2017,19092,0,19092
Wanaparthy,Aug-2017,21375,0,21375
Wanaparthy,Sep-2017,35860,0,35860
Wanaparthy,Oct-2017,21234,0,21234
Wanaparthy,Nov-2017,18348,0,18348
Wanaparthy,Dec-2017,22152,0,22152
Wanaparthy,Jan-2018,28131,0,28131
Wanaparthy,Feb-2018,22341,0,22341
Wanaparthy,Mar-2018,20050,0,20050
Wanaparthy,Apr-2018,10550,0,10550
Wanaparthy,May-2018,11502,0,11502
Wanaparthy,Jun-2018,19092,0,19092
Wanaparthy,Jul-2018,32625,0,32625
Wanaparthy,Aug-2018,35860,0,35860
Wanaparthy,Sep-2018,32002,0,32002
Wanaparthy,Oct-2018,21234,0,21234
Wanaparthy,Nov-2018,32657,0,32657
Wanaparthy,Dec-2018,20556,0,20556
Wanaparthy,Jan-2019,28131,0,28131
Wanaparthy,Feb-2019,22342,0,22342
Wanaparthy,Mar-2019,20050,0,20050
Wanaparthy,Apr-2019,23749,0,23749
Wanaparthy,May-2019,20010,0,20010
Wanaparthy,Jun-2019,20050,0,20050
Wanaparthy,Jul-2019,32625,0,32625
Wanaparthy,Aug-2019,35860,0,35860
Wanaparthy,Sep-2019,21375,0,21375
Wanaparthy,Oct-2019,21234,0,21234
Wanaparthy,Nov-2019,32657,0,32657
Wanaparthy,Dec-2019,20556,0,20556
Wanaparthy,Jan-2020,28131,0,28131
Wanaparthy,Feb-2020,22342,0,22342
Wanaparthy,Mar-2020,7050,0,7050
Wanaparthy,Apr-2020,,0,0
Wanaparthy,May-2020,,0,0
Wanaparthy,Jun-2020,4050,0,4050
Wanaparthy,Jul-2020,17092,0,17092
Wanaparthy,Aug-2020,30860,0,30860
Wanaparthy,Sep-2020,21375,0,21375
Wanaparthy,Oct-2020,29683,0,29683
Wanaparthy,Nov-2020,29036,0,29036
Wanaparthy,Dec-2020,27057,0,27057
Wanaparthy,Jan-2021,22482,0,22482
Wanaparthy,Feb-2021,22524,0,22524
Wanaparthy,Mar-2021,19672,0,19672
Wanaparthy,Apr-2021,25212,0,25212
Wanaparthy,May-2021,295,0,295
Wanaparthy,Jun-2021,600,0,600
Wanaparthy,Jul-2021,29300,0,29300
Wanaparthy,Aug-2021,33300,0,33300
Wanaparthy,Sep-2021,22800,0,22800
Wanaparthy,Oct-2021,23700,0,23700
Wanaparthy,Nov-2021,29330,0,29330
Wanaparthy,Dec-2021,28100,0,28100
Wanaparthy,Jan-2022,30000,0,30000
Wanaparthy,Feb-2022,19000,0,19000
Wanaparthy,Mar-2022,21000,0,21000
Wanaparthy,Apr-2022,22250,0,22250
Wanaparthy,May-2022,17000,0,17000
Wanaparthy,Jun-2022,12200,0,12200
Wanaparthy,Jul-2022,13200,0,13200
Wanaparthy,Aug-2022,15700,0,15700
Wanaparthy,Sep-2022,13000,0,13000
Wanaparthy,Oct-2022,12000,0,12000
Wanaparthy,Nov-2022,12600,0,12600
Wanaparthy,Dec-2022,12000,0,12000
Warangal,Jan-2021,7450,0,7450
Warangal,Feb-2021,7470,0,7470
Warangal,Mar-2021,7500,0,7500
Warangal,Apr-2021,7510,0,7510
Warangal,May-2021,560,0,560
Warangal,Jun-2021,550,0,550
Warangal,Jul-2021,3400,0,3400
Warangal,Aug-2021,5610,0,5610
Warangal,Sep-2021,5610,0,5610
Warangal,Oct-2021,5820,0,5820
Warangal,Nov-2021,6230,0,6230
Warangal,Dec-2021,5690,0,5690
Warangal,Jan-2022,5810, ,5810
Warangal,Feb-2022,5543, ,5543
Warangal,Mar-2022,5650, ,5650
Warangal,Apr-2022,6626, ,6626
Warangal,May-2022,6500, ,6500
Warangal,Jun-2022,6459, ,6459
Warangal,Jul-2022,7285, ,7285
Warangal,Aug-2022,15724, ,15724
Warangal,Sep-2022,14681, ,14681
Warangal,Oct-2022,14476,0,14476
Warangal,Nov-2022,14631,0,14631
Warangal,Dec-2022,14550,0,14550
Warangal,Jan-2016, ,35,35
Warangal,Feb-2016, ,25,25
Warangal,Mar-2016, ,17,17
Warangal,Apr-2016, ,19,19
Warangal,May-2016, ,21,21
Warangal,Jun-2016, ,24,24
Warangal,Jul-2016, ,25,25
Warangal,Aug-2016, ,28,28
Warangal,Sep-2016, ,26,26
Warangal,Oct-2016,8200,25,8225
Warangal,Nov-2016,6050,29,6079
Warangal,Dec-2016,5150,32,5182
Warangal,Jan-2017,8000,0,8000
Warangal,Feb-2017,8300,0,8300
Warangal,Mar-2017,7800,0,7800
Warangal,Apr-2017,7600,0,7600
Warangal,May-2017,8500,0,8500
Warangal,Jun-2017,9000,0,9000
Warangal,Jul-2017,13600,0,13600
Warangal,Aug-2017,13650,0,13650
Warangal,Sep-2017,13800,0,13800
Warangal,Oct-2017,16500,0,16500
Warangal,Nov-2017,16300,0,16300
Warangal,Dec-2017,21200,0,21200
Warangal,Jan-2018,25200,0,25200
Warangal,Feb-2018,26300,0,26300
Warangal,Mar-2018,26200,0,26200
Warangal,Apr-2018,21600,0,21600
Warangal,May-2018,22100,0,22100
Warangal,Jun-2018,23100,0,23100
Warangal,Jul-2018,25900,0,25900
Warangal,Aug-2018,25700,0,25700
Warangal,Sep-2018,25800,0,25800
Warangal,Oct-2018,26000,0,26000
Warangal,Nov-2018,24050,0,24050
Warangal,Dec-2018,30062,0,30062
Warangal,Jan-2019,28700,0,28700
Warangal,Feb-2019,28800,0,28800
Warangal,Mar-2019,29000,0,29000
Warangal,Apr-2019,26900,0,26900
Warangal,May-2019,24900,0,24900
Warangal,Jun-2019,27100,0,27100
Warangal,Jul-2019,28600,0,28600
Warangal,Aug-2019,31600,0,31600
Warangal,Sep-2019,32600,0,32600
Warangal,Oct-2019,31100,0,31100
Warangal,Nov-2019,32150,0,32150
Warangal,Dec-2019,32050,0,32050
Warangal,Jan-2020,31550,0,31550
Warangal,Feb-2020,31050,0,31050
Warangal,Mar-2020,26050,0,26050
Warangal,Apr-2020,,0,0
Warangal,May-2020,,0,0
Warangal,Jun-2020,,0,0
Warangal,Jul-2020,560,0,560
Warangal,Aug-2020,870,11,881
Warangal,Sep-2020,1550,13,1563
Warangal,Oct-2020,2060,0,2060
Warangal,Nov-2020,7550,12,7562
Warangal,Dec-2020,7530,11,7541
Hanumakonda,Jan-2016,1985815,459,1986274
Hanumakonda,Feb-2016,20703778,391,20704169
Hanumakonda,Mar-2016,568397,230,568627
Hanumakonda,Apr-2016,317643,39,317682
Hanumakonda,May-2016,373788,82,373870
Hanumakonda,Jun-2016,365332,88,365420
Hanumakonda,Jul-2016,340320,53,340373
Hanumakonda,Aug-2016,368755,102,368857
Hanumakonda,Sep-2016,379210,118,379328
Hanumakonda,Oct-2016,128247,108,128355
Hanumakonda,Nov-2016,129250,97,129347
Hanumakonda,Dec-2016,127500,132,127632
Hanumakonda,Jan-2017,130608,235,130843
Hanumakonda,Feb-2017,126608,242,126850
Hanumakonda,Mar-2017,118298,238,118536
Hanumakonda,Apr-2017,107133,209,107342
Hanumakonda,May-2017,109915,211,110126
Hanumakonda,Jun-2017,111530,194,111724
Hanumakonda,Jul-2017,116545,116,116661
Hanumakonda,Aug-2017,116810,219,117029
Hanumakonda,Sep-2017,117150,225,117375
Hanumakonda,Oct-2017,119255,236,119491
Hanumakonda,Nov-2017,119360,255,119615
Hanumakonda,Dec-2017,126790,250,127040
Hanumakonda,Jan-2018,137530,150,137680
Hanumakonda,Feb-2018,145750,185,145935
Hanumakonda,Mar-2018,140300,160,140460
Hanumakonda,Apr-2018,142510,150,142660
Hanumakonda,May-2018,143425,140,143565
Hanumakonda,Jun-2018,135615,130,135745
Hanumakonda,Jul-2018,136560,130,136690
Hanumakonda,Aug-2018,136760,135,136895
Hanumakonda,Sep-2018,138780,145,138925
Hanumakonda,Oct-2018,140948,160,141108
Hanumakonda,Nov-2018,144515,170,144685
Hanumakonda,Dec-2018,180643,187,180830
Hanumakonda,Jan-2019,151545,175,151720
Hanumakonda,Feb-2019,157755,200,157955
Hanumakonda,Mar-2019,154305,200,154505
Hanumakonda,Apr-2019,150425,190,150615
Hanumakonda,May-2019,143230,175,143405
Hanumakonda,Jun-2019,144400,195,144595
Hanumakonda,Jul-2019,145440,185,145625
Hanumakonda,Aug-2019,148030,230,148260
Hanumakonda,Sep-2019,151070,240,151310
Hanumakonda,Oct-2019,147450,220,147670
Hanumakonda,Nov-2019,153880,230,154110
Hanumakonda,Dec-2019,147700,210,147910
Hanumakonda,Jan-2020,157630,225,157855
Hanumakonda,Feb-2020,157950,225,158175
Hanumakonda,Mar-2020,102520,80,102600
Hanumakonda,Apr-2020,,0,0
Hanumakonda,May-2020,,0,0
Hanumakonda,Jun-2020,,0,0
Hanumakonda,Jul-2020,7300,0,7300
Hanumakonda,Aug-2020,9150,0,9150
Hanumakonda,Sep-2020,12050,0,12050
Hanumakonda,Oct-2020,18350,0,18350
Hanumakonda,Nov-2020,91120,0,91120
Hanumakonda,Dec-2020,92455,0,92455
Yadadri Bhongir,Jan-2016, , ,0
Yadadri Bhongir,Feb-2016, , ,0
Yadadri Bhongir,Mar-2016, , ,0
Yadadri Bhongir,Apr-2016, , ,0
Yadadri Bhongir,May-2016, , ,0
Yadadri Bhongir,Jun-2016, , ,0
Yadadri Bhongir,Jul-2016, , ,0
Yadadri Bhongir,Aug-2016, , ,0
Yadadri Bhongir,Sep-2016, , ,0
Yadadri Bhongir,Oct-2016,584800,0,584800
Yadadri Bhongir,Nov-2016,681000,0,681000
Yadadri Bhongir,Dec-2016,462800,0,462800
Yadadri Bhongir,Jan-2017,678000,0,678000
Yadadri Bhongir,Feb-2017,540500,0,540500
Yadadri Bhongir,Mar-2017,525588,0,525588
Yadadri Bhongir,Apr-2017,570000,0,570000
Yadadri Bhongir,May-2017,458700,0,458700
Yadadri Bhongir,Jun-2017,685880,0,685880
Yadadri Bhongir,Jul-2017,481240,0,481240
Yadadri Bhongir,Aug-2017,680720,0,680720
Yadadri Bhongir,Sep-2017,678925,0,678925
Yadadri Bhongir,Oct-2017,683500,0,683500
Yadadri Bhongir,Nov-2017,537600,0,537600
Yadadri Bhongir,Dec-2017,481075,0,481075
Yadadri Bhongir,Jan-2018,2016000,0,2016000
Yadadri Bhongir,Feb-2018,3073872,0,3073872
Yadadri Bhongir,Mar-2018,2836580,0,2836580
Yadadri Bhongir,Apr-2018,692370,0,692370
Yadadri Bhongir,May-2018,781842,0,781842
Yadadri Bhongir,Jun-2018,577570,0,577570
Yadadri Bhongir,Jul-2018,671156,0,671156
Yadadri Bhongir,Aug-2018,526445,0,526445
Yadadri Bhongir,Sep-2018,819350,0,819350
Yadadri Bhongir,Oct-2018,586475,0,586475
Yadadri Bhongir,Nov-2018,485208,0,485208
Yadadri Bhongir,Dec-2018,606510,0,606510
Yadadri Bhongir,Jan-2019,479293,0,479293
Yadadri Bhongir,Feb-2019,56525,0,56525
Yadadri Bhongir,Mar-2019,481923,0,481923
Yadadri Bhongir,Apr-2019,441150,0,441150
Yadadri Bhongir,May-2019,345790,0,345790
Yadadri Bhongir,Jun-2019,370566,0,370566
Yadadri Bhongir,Jul-2019,332770,0,332770
Yadadri Bhongir,Aug-2019,389010,0,389010
Yadadri Bhongir,Sep-2019,366862,0,366862
Yadadri Bhongir,Oct-2019,381860,0,381860
Yadadri Bhongir,Nov-2019,365990,0,365990
Yadadri Bhongir,Dec-2019,477635,0,477635
Yadadri Bhongir,Jan-2020,493002,0,493002
Yadadri Bhongir,Feb-2020,527311,0,527311
Yadadri Bhongir,Mar-2020,125380,0,125380
Yadadri Bhongir,Apr-2020,,0,0
Yadadri Bhongir,May-2020,,0,0
Yadadri Bhongir,Jun-2020,76480,0,76480
Yadadri Bhongir,Jul-2020,25375,0,25375
Yadadri Bhongir,Aug-2020,110587,0,110587
Yadadri Bhongir,Sep-2020,110595,0,110595
Yadadri Bhongir,Oct-2020,481320,0,481320
Yadadri Bhongir,Nov-2020,381150,0,381150
Yadadri Bhongir,Dec-2020,321254,0,321254
Yadadri Bhongir,Jan-2021,281131,,281131
Yadadri Bhongir,Feb-2021,265238,,265238
Yadadri Bhongir,Mar-2021,261920,,261920
Yadadri Bhongir,Apr-2021,621,,621
Yadadri Bhongir,May-2021,275,,275
Yadadri Bhongir,Jun-2021,153020,,153020
Yadadri Bhongir,Jul-2021,312343,,312343
Yadadri Bhongir,Aug-2021,269850,,269850
Yadadri Bhongir,Sep-2021,169532,,169532
Yadadri Bhongir,Oct-2021,170613,,170613
Yadadri Bhongir,Nov-2021,242245,,242245
Yadadri Bhongir,Dec-2021,231306,,231306
Yadadri Bhongir,Jan-2022,550000,,550000
Yadadri Bhongir,Feb-2022,500000,,500000
Yadadri Bhongir,Mar-2022,600000,,600000
Yadadri Bhongir,Apr-2022,651276,,651276
Yadadri Bhongir,May-2022,801312,,801312
Yadadri Bhongir,Jun-2022,762672,,762672
Yadadri Bhongir,Jul-2022,370064,,370064
Yadadri Bhongir,Aug-2022,597045,,597045
Yadadri Bhongir,Sep-2022,328666,,328666
Yadadri Bhongir,Oct-2022,640912,,640912
Yadadri Bhongir,Nov-2022,751364,,751364
Yadadri Bhongir,Dec-2022,1012272,,1012272
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
